"SITE","SITE_CODE","NOTES","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","experiment_type","block","plot","trt","first_nutrient_year","species","family","group","cover_1","surveyor_1","date_1","cover_2","surveyor_2","date_2","cover_3","surveyor_3","date_3","cover_4","surveyor_4","date_4"
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",2,16,"NPK","2017","Vicia hirsuta","Fabaceae","Non-Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",2,16,"NPK","2017","Viola arvensis","Violaceae","Non-Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Achillea millefolium","Asteraceae","Non-Graminoid",5,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Anthoxanthum odoratum","Poaceae","Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Arrhenatherum elatius","Poaceae","Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Centaurea jacea","Asteraceae","Non-Graminoid",5,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Cynosurus cristatus","Poaceae","Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Festuca rubra","Poaceae","Graminoid",40,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Hypochaeris radicata","Asteraceae","Non-Graminoid",5,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Leucanthemum ircutianum","Asteraceae","Non-Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Luzula campestris","Juncaceae","Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Plantago lanceolata","Plantaginaceae","Non-Graminoid",1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Rumex acetosa","Polygonaceae","Non-Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Taraxacum sect. Taraxacum","Asteraceae","Non-Graminoid",1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Trifolium dubium","Fabaceae","Non-Graminoid",2,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Trifolium repens","Fabaceae","Non-Graminoid",7,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","Vicia tetrasperma","Fabaceae","Non-Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Achillea millefolium","Asteraceae","Non-Graminoid",5,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Anthoxanthum odoratum","Poaceae","Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Crepis biennis","Asteraceae","Non-Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Festuca rubra","Poaceae","Graminoid",40,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Hypochaeris radicata","Asteraceae","Non-Graminoid",2,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Leucanthemum ircutianum","Asteraceae","Non-Graminoid",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Luzula campestris","Juncaceae","Graminoid",2,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Plantago lanceolata","Plantaginaceae","Non-Graminoid",7,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Trifolium repens","Fabaceae","Non-Graminoid",3,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","Vicia hirsuta","Fabaceae","Non-Graminoid",1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,4,"Control","2024","Gaylussacia frondosa","Ericaceae","Non-Graminoid",2,"Alyssa","30/09/2023",2,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,4,"Control","2024","Vaccinium crassifolium","Ericaceae","Non-Graminoid",30,"Alyssa","30/09/2023",31,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,4,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",53,"Alyssa","30/09/2023",56,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,5,"Control","2024","Gaylussacia frondosa","Ericaceae","Non-Graminoid",6,"Alyssa","30/09/2023",6,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,5,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",74,"Alyssa","30/09/2023",73,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","Aristida stricta","Poaceae","Graminoid",3,"Alyssa","30/09/2023",5,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","Carphephorus bellidifolius","Asteraceae","Non-Graminoid",5,"Alyssa","30/09/2023",5,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","Dichanthelium columbianum","Poaceae","Graminoid",1,"Alyssa","30/09/2023",1,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",46,"Alyssa","30/09/2023",49,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","Pinus palustris","Pinaceae","Non-Graminoid",30,"Alyssa","30/09/2023",30,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","Pityopsis aspera","Asteraceae","Non-Graminoid",16,"Alyssa","30/09/2023",16,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",12,"Alyssa","30/09/2023",12,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,7,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",55,"Alyssa","30/09/2023",58,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,7,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",2,"Alyssa","30/09/2023",2,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,12,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",65,"Alyssa","30/09/2023",65,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,12,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",3,"Alyssa","30/09/2023",3,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","Gaylussacia frondosa","Ericaceae","Non-Graminoid",18,"Alyssa","30/09/2023",20,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",52,"Alyssa","30/09/2023",53,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","Rhexia alifanus","Melastomataceae","Non-Graminoid",4,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",63,"Alyssa","30/09/2023",65,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","Andropogon virginicus","Poaceae","Graminoid",4,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","Aristida stricta","Poaceae","Graminoid",5,"Alyssa","30/09/2023",5,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","Clethra alnifolia","Clethraceae","Non-Graminoid",2,"Alyssa","30/09/2023",2,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","Dichanthelium columbianum","Poaceae","Graminoid",16,"Alyssa","30/09/2023",17,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",34,"Alyssa","30/09/2023",39,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",32,"Alyssa","30/09/2023",35,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,19,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",25,"Alyssa","30/09/2023",25,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,19,"Control","2024","Lyonia mariana","Ericaceae","Non-Graminoid",56,"Alyssa","30/09/2023",54,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,19,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",52,"Alyssa","30/09/2023",50,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,21,"Control","2024","Dichanthelium columbianum","Poaceae","Graminoid",3,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,21,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",40,"Alyssa","30/09/2023",44,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,21,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",5,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,23,"Control","2024","Clethra alnifolia","Clethraceae","Non-Graminoid",10,"Alyssa","30/09/2023",10,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,23,"Control","2024","Gelsemium sempervirens","Gelsemiaceae","Non-Graminoid",36,"Alyssa","30/09/2023",38,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,23,"Control","2024","Vaccinium tenellum","Ericaceae","Non-Graminoid",55,"Alyssa","30/09/2023",59,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Baptisia alba","Fabaceae","Non-Graminoid",45,"Lori_Biederman","02/09/2023",35,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Bromus inermis","Poaceae","Graminoid",2,"Lori_Biederman","02/09/2023",5,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Chamaecrista fasciculata","Fabaceae","Non-Graminoid",1,"Lori_Biederman","02/09/2023",2,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Coreopsis tripteris","Asteraceae","Non-Graminoid",5,"Lori_Biederman","02/09/2023",5,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Helianthus pauciflorus","Asteraceae","Non-Graminoid",4,"Lori_Biederman","02/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Helianthus tuberosus","Asteraceae","Non-Graminoid",0,NA,NA,2,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Physalis heterophylla","Solanaceae","Non-Graminoid",2,"Lori_Biederman","02/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Poa pratensis","Poaceae","Graminoid",15,"Lori_Biederman","02/09/2023",15,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Schizachyrium scoparium","Poaceae","Graminoid",30,"Lori_Biederman","02/09/2023",45,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Solidago canadensis","Asteraceae","Non-Graminoid",0,NA,NA,5,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Solidago gigantea","Asteraceae","Non-Graminoid",3,"Lori_Biederman","02/09/2023",2,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","Solidago speciosa","Asteraceae","Non-Graminoid",20,"Lori_Biederman","02/09/2023",20,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","Bromus inermis","Poaceae","Graminoid",70,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","Galium concinnum","Rubiaceae","Non-Graminoid",12,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","Oenothera parviflora","Onagraceae","Non-Graminoid",8,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","Solanum carolinense","Solanaceae","Non-Graminoid",5,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","Solidago canadensis","Asteraceae","Non-Graminoid",5,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,4,"NPK","2010","Bromus inermis","Poaceae","Graminoid",80,"Lori_Biederman","02/09/2023",95,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,4,"NPK","2010","Mirabilis nyctaginea","Nyctaginaceae","Non-Graminoid",3,"Lori_Biederman","02/09/2023",1,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
