"SITE","SITE_CODE","NOTES","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","experiment_type","block","plot","trt","first_nutrient_year","species","cover_1","surveyor_1","date_1","cover_2","surveyor_2","date_2","cover_3","surveyor_3","date_3","cover_4","surveyor_4","date_4"
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","cryptogam",20,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","cynosurus cristatus",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","festuca rubra",40,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","hypochaeris radicata",5,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","leucanthemum ircutianum",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","luzula campestris",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","plantago lanceolata",1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","rumex acetosa",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","taraxacum officinale",1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","trifolium dubium",2,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","trifolium repens",7,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,21,"Control","2017","vicia tetrasperma",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","achillea millefolium",5,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","anthoxanthum odoratum",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","bare ground",15,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","crepis biennis",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","cryptogam",10,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","festuca rubra",40,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","hypochaeris radicata",2,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","leucanthemum ircutianum",0.1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","luzula campestris",2,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","plantago lanceolata",7,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","trifolium repens",3,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayreuth","bayr.de",NA,"Europe","DE","Europe","1","0","0","1","mesic grassland",340,49.91666667,11.58333333,"Experimental (Full Factorial)",3,26,"Control","2017","vicia hirsuta",1,"team","05/06/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,4,"Control","2024","gaylussacia frondosa",2,"Alyssa","30/09/2023",2,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,4,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,4,"Control","2024","vaccinium crassifolium",30,"Alyssa","30/09/2023",31,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,4,"Control","2024","vaccinium tenellum",53,"Alyssa","30/09/2023",56,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,5,"Control","2024","gaylussacia frondosa",6,"Alyssa","30/09/2023",6,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,5,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",1,5,"Control","2024","vaccinium tenellum",74,"Alyssa","30/09/2023",73,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","aristida stricta",3,"Alyssa","30/09/2023",5,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","carphephorus bellidifolius",5,"Alyssa","30/09/2023",5,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","dichanthelium sabulorum thinium",1,"Alyssa","30/09/2023",1,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","gelsemium sempervirens",46,"Alyssa","30/09/2023",49,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","pinus palustris",30,"Alyssa","30/09/2023",30,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","pityopsis aspera",16,"Alyssa","30/09/2023",16,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,6,"Control","2024","vaccinium tenellum",12,"Alyssa","30/09/2023",12,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,7,"Control","2024","gelsemium sempervirens",55,"Alyssa","30/09/2023",58,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,7,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",2,7,"Control","2024","vaccinium tenellum",2,"Alyssa","30/09/2023",2,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,12,"Control","2024","gelsemium sempervirens",65,"Alyssa","30/09/2023",65,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,12,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,12,"Control","2024","vaccinium tenellum",3,"Alyssa","30/09/2023",3,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","gaylussacia frondosa",18,"Alyssa","30/09/2023",20,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","gelsemium sempervirens",52,"Alyssa","30/09/2023",53,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","rhexia alifanus",4,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",3,14,"Control","2024","vaccinium tenellum",63,"Alyssa","30/09/2023",65,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","andropogon virginicus",4,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","aristida stricta",5,"Alyssa","30/09/2023",5,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","clethra alnifolia",2,"Alyssa","30/09/2023",2,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","dichanthelium sabulorum thinium",16,"Alyssa","30/09/2023",17,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","gelsemium sempervirens",34,"Alyssa","30/09/2023",39,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,18,"Control","2024","vaccinium tenellum",32,"Alyssa","30/09/2023",35,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,19,"Control","2024","gelsemium sempervirens",25,"Alyssa","30/09/2023",25,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,19,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,19,"Control","2024","lyonia mariana",56,"Alyssa","30/09/2023",54,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",4,19,"Control","2024","vaccinium tenellum",52,"Alyssa","30/09/2023",50,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,21,"Control","2024","dichanthelium sabulorum thinium",3,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,21,"Control","2024","gelsemium sempervirens",40,"Alyssa","30/09/2023",44,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,21,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,21,"Control","2024","vaccinium tenellum",5,"Alyssa","30/09/2023",4,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,23,"Control","2024","clethra alnifolia",10,"Alyssa","30/09/2023",10,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,23,"Control","2024","gelsemium sempervirens",36,"Alyssa","30/09/2023",38,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,23,"Control","2024","litter",100,"Alyssa","30/09/2023",100,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Bladen_Lakes","blad.us.dragnet",NA,"North America","US","Atlantic Coast (North America)","unknown","unknown","unknown","unknown","unknown",27.72,34.71954,-78.49034,"Experimental (Nutrients Only)",5,23,"Control","2024","vaccinium tenellum",55,"Alyssa","30/09/2023",59,"Alyssa","01/10/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","baptisia alba",45,"Lori_Biederman","02/09/2023",35,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","bromus inermis",2,"Lori_Biederman","02/09/2023",5,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","chamaecrista fasciculata",1,"Lori_Biederman","02/09/2023",2,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","coreopsis tripteris",5,"Lori_Biederman","02/09/2023",5,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","helianthus pauciflorus",4,"Lori_Biederman","02/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","helianthus tuberosus",0,NA,NA,2,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","physalis heterophylla",2,"Lori_Biederman","02/09/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","poa pratensis",15,"Lori_Biederman","02/09/2023",15,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","schizachrium scoparium",30,"Lori_Biederman","02/09/2023",45,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","solidago canadensis",0,NA,NA,5,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","solidago gigantea",3,"Lori_Biederman","02/09/2023",2,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,1,"Control","2010","solidago speciosa",20,"Lori_Biederman","02/09/2023",20,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","bromus inermis",70,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","galium concinnum",12,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","oenothera parviflora",8,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","solanum carolinense",5,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,3,"NP","2010","solidago canadensis",5,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,4,"NPK","2010","bromus inermis",80,"Lori_Biederman","02/09/2023",95,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,4,"NPK","2010","mirabilis nyctaginea",3,"Lori_Biederman","02/09/2023",1,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,4,"NPK","2010","physalis heterophylla",3,"Lori_Biederman","02/09/2023",3,"Lori_Biederman","26/08/2023",NA,NA,NA,NA,NA,NA
"Chichaqua Bottoms","cbgb.us",NA,"North America","US","Central plains (North America)","0","1","0","1","tallgrass prairie",273.72085048011,41.78506667,-93.38538333,"Experimental (Full Factorial)",1,6,"NK","2010","bromus inermis",20,"Lori_Biederman","02/09/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA
