SITE,SITE_CODE,BLOCK,PLOT,SUBPLOT,SPECIES,COVER,DATE,RESURVEY,SURVEY_ID,SEASON,NOTES
Jena,jena.de,3,20,A,Taraxacum_officinale,1,04/06/2023,2,C. Roscher,,
Jena,jena.de,3,20,A,Tragopogon_pratensis,0.5,04/06/2023,2,C. Roscher,,
Jena,jena.de,3,20,A,Trifolium_dubium,60,04/06/2023,2,C. Roscher,,
Jena,jena.de,3,20,A,Valerianella_carinata,1,04/06/2023,2,C. Roscher,,
Jena,jena.de,3,20,A,Vegetation,90,04/06/2023,2,C. Roscher,,
Jena,jena.de,3,20,A,Veronica_persica,0.5,04/06/2023,2,C. Roscher,,
Jena,jena.de,3,20,A,Woody overstory,0,04/06/2023,2,C. Roscher,,
Konza,konz.us,1,2,B,Ambrosia artemisifolia,8,28/05/2023,1,team,early,
Konza,konz.us,1,2,B,Ambrosia artemisifolia,55,05/08/2023,1,team,late,
Konza,konz.us,1,2,B,Andropogon gerardii,95,05/08/2023,1,team,late,
Konza,konz.us,1,2,B,Asclepias verticillata,1,28/05/2023,1,team,early,
Konza,konz.us,1,2,B,Asclepias verticillata,1,05/08/2023,1,team,late,
Konza,konz.us,1,2,B,Carex meadii,2,28/05/2023,1,team,early,
Konza,konz.us,1,2,B,Oxalis stricta,1,28/05/2023,1,team,early,
Konza,konz.us,1,2,B,Sorghastrum nutans,6,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Amorpha canescens,20,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Andropogon gerardii,15,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Bouteloua curtipendula,3,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Brickellia eupatoriodes,1,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Carex inops,2,28/05/2023,1,team,early,
Konza,konz.us,1,4,D,Carex meadii,1,28/05/2023,1,team,early,
Konza,konz.us,1,4,D,Dalea candida,1,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Dichanthelium oligosanthes,6,28/05/2023,1,team,early,
Konza,konz.us,1,4,D,Dichanthelium oligosanthes,7,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Echinacea,1,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Euphorbia nutans,1,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Physalis pumila,1,28/05/2023,1,team,early,
Konza,konz.us,1,4,D,Physalis pumila,1,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Ruellia humilis,1,28/05/2023,1,team,early,
Konza,konz.us,1,4,D,Schizachyrium scoparius,70,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Sorghastrum nutans,15,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Sporobolus compositus,2,05/08/2023,1,team,late,
Konza,konz.us,1,4,D,Symphyotrichym ericoides,7,05/08/2023,1,team,late,
Konza,konz.us,2,16,B,Andropogon gerardii,25,05/08/2023,1,team,late,
Konza,konz.us,2,16,B,Carex meadii,1,28/05/2023,1,team,early,
Konza,konz.us,2,16,B,Chenopodium berlandieri,30,28/05/2023,1,team,early,
Konza,konz.us,2,16,B,Chenopodium berlandieri,50,05/08/2023,1,team,late,
Konza,konz.us,2,16,B,Panicum capillare,5,05/08/2023,1,team,late,
Konza,konz.us,2,16,B,Panicum virgatum,70,05/08/2023,1,team,late,
Konza,konz.us,2,16,B,Sorghastrum nutans,15,05/08/2023,1,team,late,
Konza,konz.us,2,16,B,Sporobolus compositus,2,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Ambrosia psilostachya,1,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Andropogon gerardii,10,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Bouteloua curtipendula,8,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Brickellia eupatoriodes,3,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Carex inops,3,28/05/2023,1,team,early,
Konza,konz.us,2,18,C,Carex meadii,3,28/05/2023,1,team,early,
Konza,konz.us,2,18,C,Dichanthelium oligosanthes,10,28/05/2023,1,team,early,
Konza,konz.us,2,18,C,Dichanthelium oligosanthes,4,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Physalis pumila,1,28/05/2023,1,team,early,
Konza,konz.us,2,18,C,Physalis pumila,1,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Ruellia humilis,1,28/05/2023,1,team,early,
Konza,konz.us,2,18,C,Schizachyrium scoparius,60,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Sorghastrum nutans,20,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Sporobolus compositus,4,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Symphyotrichym ericoides,4,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Symphyotrichym ericoides,2,05/08/2023,1,team,late,
Konza,konz.us,2,18,C,Vernona baldwinii,2,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Andropogon gerardii,30,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Asclepias verticillata,1,28/05/2023,1,team,early,
Konza,konz.us,3,21,B,Asclepias verticillata,1,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Bouteloua curtipendula,5,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Bouteloua gracilis,1,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Brickellia eupatoriodes,2,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Carex inops,1,28/05/2023,1,team,early,
Konza,konz.us,3,21,B,Carex meadii,1,28/05/2023,1,team,early,
Konza,konz.us,3,21,B,Dichanthelium oligosanthes,10,28/05/2023,1,team,early,
Konza,konz.us,3,21,B,Dichanthelium oligosanthes,5,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Schizachyrium scoparius,60,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Sorghastrum nutans,10,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Sporobolus compositus,1,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Symphyotrichym ericoides,2,05/08/2023,1,team,late,
Konza,konz.us,3,21,B,Symphyotrichym oblongifolium,8,05/08/2023,1,team,late,
Konza,konz.us,3,30,C,Ambrosia artemisifolia,2,28/05/2023,1,team,early,
Konza,konz.us,3,30,C,Ambrosia artemisifolia,25,05/08/2023,1,team,late,
Konza,konz.us,3,30,C,Andropogon gerardii,95,05/08/2023,1,team,late,
Konza,konz.us,3,30,C,Carex austrina,2,28/05/2023,1,team,early,
Konza,konz.us,3,30,C,Carex meadii,2,28/05/2023,1,team,early,
Konza,konz.us,3,30,C,Dichanthelium oligosanthes,1,28/05/2023,1,team,early,
Konza,konz.us,3,30,C,Oxalis stricta,1,28/05/2023,1,team,early,
Konza,konz.us,3,30,C,Physalis pumila,5,28/05/2023,1,team,early,
Konza,konz.us,3,30,C,Solidago altissima,8,05/08/2023,1,team,late,
Konza,konz.us,1,2,B,Ambrosia artemisiifolia,8,24/05/2023,2,team,early,
Konza,konz.us,1,2,B,Ambrosia artemisiifolia,50,04/08/2023,2,team,late,
Konza,konz.us,1,2,B,Andropogon gerardii,95,04/08/2023,2,team,late,
Konza,konz.us,1,2,B,Asclepias verticillata,1,24/05/2023,2,team,early,
Konza,konz.us,1,2,B,Asclepias verticillata,1,04/08/2023,2,team,late,
Konza,konz.us,1,2,B,Carex meadii,2,24/05/2023,2,team,early,
Konza,konz.us,1,2,B,Oxalis stricta,1,24/05/2023,2,team,early,
Konza,konz.us,1,2,B,Sorghastrum nutans,7,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Amorpha canescens,5,24/05/2023,2,team,early,
Konza,konz.us,1,4,D,Amorpha canescens,25,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Andropogon gerardii,15,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Bouteloua curtipendula,2,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Brickellia eupatoriodes,2,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Carex inops,3,24/05/2023,2,team,early,
Konza,konz.us,1,4,D,Carex meadii,1,24/05/2023,2,team,early,
Konza,konz.us,1,4,D,Dalea candida,1,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Dichanthelium oligosanthes,7,24/05/2023,2,team,early,
Konza,konz.us,1,4,D,Dichanthelium oligosanthes,7,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Echinacea,1,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Euphorbia nutans,1,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Physalis pumila,1,24/05/2023,2,team,early,
Konza,konz.us,1,4,D,Physalis pumila,1,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Ruellia humilis,1,24/05/2023,2,team,early,
Konza,konz.us,1,4,D,Schizachyrium scoparius,70,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Sorghastrum nutans,18,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Sporobolus compositus,2,04/08/2023,2,team,late,
Konza,konz.us,1,4,D,Symphyotrichym ericoides,7,04/08/2023,2,team,late,
Konza,konz.us,2,16,B,Carex meadii,1,24/05/2023,2,team,early,
Konza,konz.us,2,16,B,Chenopodium berlandieri,28,24/05/2023,2,team,early,
Konza,konz.us,2,16,B,Chenopodium berlandieri,40,04/08/2023,2,team,late,
Konza,konz.us,2,16,B,Dichanthelium oligosanthes,1,24/05/2023,2,team,early,
Konza,konz.us,2,16,B,Panicum capillare,6,04/08/2023,2,team,late,
Konza,konz.us,2,16,B,Panicum virgatum,70,04/08/2023,2,team,late,
Konza,konz.us,2,16,B,Poa pratensis,1,04/08/2023,2,team,late,
Konza,konz.us,2,16,B,Sorghastrum nutans,15,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Ambrosia psilostachya,1,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Andropogon gerardii,10,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Bouteloua curtipendula,12,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Brickellia eupatoriodes,4,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Carex inops,4,24/05/2023,2,team,early,
Konza,konz.us,2,18,C,Carex meadii,3,24/05/2023,2,team,early,
Konza,konz.us,2,18,C,Dichanthelium oligosanthes,9,24/05/2023,2,team,early,
Konza,konz.us,2,18,C,Dichanthelium oligosanthes,4,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Physalis pumila,1,24/05/2023,2,team,early,
Konza,konz.us,2,18,C,Physalis pumila,1,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Ruellia humilis,1,24/05/2023,2,team,early,
Konza,konz.us,2,18,C,Schizachyrium scoparius,60,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Solidago missouriensis,1,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Sorghastrum nutans,18,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Sporobolus compositus,2,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Symphyotrichym ericoides,4,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Symphyotrichym oblongifolium,3,04/08/2023,2,team,late,
Konza,konz.us,2,18,C,Vernona baldwinii,2,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Andropogon gerardii,30,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Asclepias verticillata,1,24/05/2023,2,team,early,
Konza,konz.us,3,21,B,Asclepias verticillata,1,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Bouteloua curtipendula,3,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Bouteloua gracilis,1,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Brickellia eupatoriodes,2,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Carex inops,1,24/05/2023,2,team,early,
Konza,konz.us,3,21,B,Carex meadii,1,24/05/2023,2,team,early,
Konza,konz.us,3,21,B,Dichanthelium oligosanthes,9,24/05/2023,2,team,early,
Konza,konz.us,3,21,B,Dichanthelium oligosanthes,6,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Schizachyrium scoparius,55,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Sorghastrum nutans,10,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Sporobolus compositus,1,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Symphyotrichym ericoides,2,04/08/2023,2,team,late,
Konza,konz.us,3,21,B,Symphyotrichym oblongifolium,6,04/08/2023,2,team,late,
Konza,konz.us,3,30,C,Ambrosia artemisifolia,2,24/05/2023,2,team,early,
Konza,konz.us,3,30,C,Ambrosia artemisifolia,30,04/08/2023,2,team,late,
Konza,konz.us,3,30,C,Andropogon gerardii,90,04/08/2023,2,team,late,
Konza,konz.us,3,30,C,Carex austrina,2,24/05/2023,2,team,early,
Konza,konz.us,3,30,C,Carex meadii,2,24/05/2023,2,team,early,
Konza,konz.us,3,30,C,Dichanthelium oligosanthes,1,04/08/2023,2,team,late,
Konza,konz.us,3,30,C,Oxalis stricta,1,24/05/2023,2,team,early,
Konza,konz.us,3,30,C,Physalis pumila,5,24/05/2023,2,team,early,
Konza,konz.us,3,30,C,Solidago altissima,10,04/08/2023,2,team,late,
Kniezenberg,kzbg.at.dragnet,1,1,C,Agrostis_capillaris,32,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Bare_ground,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Elymus_repens,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Festuca_rubra,8,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Galium_mollugo,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Glechoma_hederacea,3,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Holcus_lanatus,58,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Lathyrus_pratensis,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Lolium perenne,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Poa_pratensis,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,1,C,Stachys_officinalis,3,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Agrostis_capillaris,6,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Anthoxanthum_odoratum,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Bare_ground,0,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Elymus_repens,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Festuca_rubra,60,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Galium_mollugo,33,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Glechoma_hederacea,2,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Holcus_lanatus,5,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Hypericum_perforatum,8,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Lathyrus_pratensis,9,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Ranunculus_acris,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Rumex_acetosa,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Stachys_officinalis,3,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,2,D,Trisetum flavescens,28,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Agrostis_capillaris,45,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Bare_ground,14,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Elymus_repens,6,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Equisetum_arvense,18,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Galium_mollugo,6,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Glechoma_hederacea,6,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Holcus_lanatus,23,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Lathyrus_pratensis,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Lotus_corniculatus,2,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Lysimachia_nummularia,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Oxalis_stricta,8,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Plantago_lanceolata,7,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Ranunculus repens,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Rumex_acetosa,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Stachys_officinalis,3,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,3,C,Trisetum flavescens,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Agrostis_capillaris,26,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Ajuga_reptans,2,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Arrhenatherum_elatius,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Bare_ground,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Elymus_repens,7,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Festuca_rubra,39,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Galium_mollugo,8,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Holcus_lanatus,7,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Lathyrus_pratensis,3,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Lysimachia_nummularia,2,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Stachys_officinalis,6,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,4,A,Trisetum flavescens,5,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Agrostis_capillaris,5,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Anthoxanthum_odoratum,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Arrhenatherum_elatius,3,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Bare_ground,9,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Dactylis_glomerata,7,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Festuca_rubra,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Galium_mollugo,14,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Glechoma_hederacea,2,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Holcus_lanatus,11,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Hypericum_perforatum,22,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Lathyrus_pratensis,2,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Lysimachia_nummularia,3,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Poa_pratensis,4,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Stachys_officinalis,48,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,1,5,A,Stellaria_graminea,1,29/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Agrostis_capillaris,31,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Anthoxanthum_odoratum,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Bare_ground,0,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Briza_media,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Dactylis_glomerata,5,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Festuca_rubra,7,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Galium_mollugo,30,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Geranium pratense,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Glechoma_hederacea,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Holcus_lanatus,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Lathyrus_pratensis,9,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Lysimachia_nummularia,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Stachys_officinalis,6,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,6,B,Trisetum flavescens,28,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Agrostis_capillaris,9,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Bare_ground,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Calamagrostis_epigejos,46,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Cerastium fontanum,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Festuca_pratensis,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Festuca_rubra,5,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Galium_mollugo,6,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Glechoma_hederacea,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Holcus_lanatus,20,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Lathyrus_pratensis,3,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Poa_pratensis,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Rumex_acetosa,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Stachys_officinalis,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,7,C,Trifolium_repens,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Agrostis_capillaris,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Anthoxanthum_odoratum,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Arrhenatherum_elatius,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Bare_ground,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Briza_media,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Carex pallescens,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Dactylis_glomerata,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Festuca_rubra,28,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Galium_mollugo,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Glechoma_hederacea,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Holcus_lanatus,6,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Lathyrus_pratensis,6,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Lotus_corniculatus,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Poa_pratensis,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Rumex_acetosa,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Stachys_officinalis,53,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,8,B,Trisetum flavescens,3,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Agrostis_capillaris,5,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Arrhenatherum_elatius,38,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Bare_ground,0,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Dactylis_glomerata,8,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Elymus_repens,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Festuca_pratensis,3,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Festuca_rubra,9,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Holcus_lanatus,20,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Lathyrus_pratensis,11,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Lotus_corniculatus,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Lysimachia_nummularia,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Rumex_acetosa,6,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Stachys_officinalis,3,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,9,B,Trisetum flavescens,3,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Acer sp.,1,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Agrostis_capillaris,30,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Alopecurus_pratensis,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Arrhenatherum_elatius,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Bare_ground,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Dactylis_glomerata,4,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Daucus_carota,2,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Festuca_rubra,24,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Galium_mollugo,6,30/06/2023,1,ATC,,
Kniezenberg,kzbg.at.dragnet,2,10,C,Glechoma_hederacea,2,30/06/2023,1,ATC,,
